quote,topic,direction,price_direction,unemployment_direction,horizon_months,confidence,voice,speaker_name,scope,is_quoted_forecaster,conditional_on,page_id,date,publisher,source_text_type,predicted_norm,realized,basis,hit,scorable,unscorable_reason,horizon_used,horizon_basis
He declared l»Ut*i n#s< was impmvmc -te.«di!> m Detroit and that -imilar cmn.*- should result in other parts of the country foon.,general_business,improve,na,na,vague,hedged,expert,Henry Ford,national,True,na,/service/ndnp/cohi/batch_cohi_kebler_ver01/data/sn90051672/00383341346/1921031001/0835.xml,1921-03-10,"pueblo chieftain (pueblo, colo.) 1889-current",full_page,improve,improve,INDPRO,1.0,True,,12.0,default
"and. as rentals for this class of property are constantly advancing. It means, logically, that the property Its*If will continue to enhance in its selling value.",prices,improve,up,na,vague,assertive,expert,N. W. Bowe,regional,True,na,/service/ndnp/vi/batch_vi_noriker_ver01/data/sn90052005/00393349657/1911012801/0240.xml,1911-01-28,"the richmond virginian (richmond, va.) 1910-1920",full_page,up,,,,False,scope=regional (not US national),,
yet it can be confidently assumed that after a little while there will be a resumption of activity in that class of property;,general_business,improve,na,na,vague,assertive,expert,N. W. Bowe,regional,True,na,/service/ndnp/vi/batch_vi_noriker_ver01/data/sn90052005/00393349657/1911012801/0240.xml,1911-01-28,"the richmond virginian (richmond, va.) 1910-1920",full_page,improve,,,,False,scope=regional (not US national),,
skies are clearing and the outlook for 1911 is bright,general_business,improve,na,na,12,assertive,journalist,na,national,False,na,/service/ndnp/vi/batch_vi_mustang_ver01/data/sn90052005/0039334975A/1914010101/0013.xml,1914-01-01,"the richmond virginian (richmond, va.) 1910-1920",full_page,improve,worsen,NBER,0.0,True,,12.0,stated
give promise of better things to rom».,general_business,improve,na,na,vague,assertive,journalist,na,regional,False,na,/service/ndnp/vi/batch_vi_mustang_ver01/data/sn90052005/0039334975A/1914010101/0013.xml,1914-01-01,"the richmond virginian (richmond, va.) 1910-1920",full_page,improve,,,,False,scope=regional (not US national),,
Mr. Brailey was exceedingly opti mistic over the business outlook ger. erally and especially as regards Brunswick and the Yaryan Naval Stores company.,general_business,improve,na,na,vague,hedged,expert,"James S. Brailey, Jr.",national,True,na,/service/ndnp/gu/batch_gu_lassiter_ver01/data/sn90052143/00414182719/1913062101/0455.xml,1913-06-21,"the brunswick news (brunswick, ga.;[brunswick, georgia?]) 1906-2016",full_page,improve,worsen,NBER,0.0,True,,12.0,default
"the business outlook in the east from the standpoint of the wholesalers is optimistic,-and the prospect of tariff revision seems to have no effect on trade.",general_business,improve,na,na,vague,hedged,expert,S. M. Lippman,regional,True,na,/service/ndnp/mnhi/batch_mnhi_mazda_ver01/data/sn90059180/00212479664/1913082201/0422.xml,1913-08-22,"the virginia enterprise (virginia, st. louis county, minn.) 1893-19??",full_page,improve,,,,False,scope=regional (not US national),,
"“I take a confident view of the outlook for business and industry,” said H. C. Dalton of Pickands, Mather Co- “I see nothing in the situation to cause apprehension,” he added.",general_business,improve,na,na,vague,assertive,expert,H. C. Dalton,national,True,na,/service/ndnp/mnhi/batch_mnhi_ironman_ver02/data/sn90059182/00393341373/1929110801/0399.xml,1929-11-08,"the ely miner (ely, minn.) 1895-1986",full_page,improve,worsen,INDPRO,0.0,True,,12.0,default
"To the same inquiry, addressed to C. S. Robinson, vice-president of Youngstown Sheet Tube, he replied that the existing conditions present no suggestion of any radical change.",general_business,no_change,na,na,vague,hedged,expert,C. S. Robinson,national,True,na,/service/ndnp/mnhi/batch_mnhi_ironman_ver02/data/sn90059182/00393341373/1929110801/0399.xml,1929-11-08,"the ely miner (ely, minn.) 1895-1986",full_page,flat,worsen,INDPRO,0.0,True,,12.0,default
"The recent break in the stock market was the result of overbought conditions, and contrary to the views of some, has no bearing at this time on an approach of a general let-down for an indefinite period of business and industry.",general_business,improve,na,na,vague,assertive,journalist,na,national,False,na,/service/ndnp/mnhi/batch_mnhi_ironman_ver02/data/sn90059182/00393341373/1929110801/0399.xml,1929-11-08,"the ely miner (ely, minn.) 1895-1986",full_page,improve,worsen,INDPRO,0.0,True,,12.0,default
"Pickands, Mather Co- win have a record ore movement this season of about 14,000,000 gross tons.",other,improve,na,na,6,assertive,journalist,na,industry,False,na,/service/ndnp/mnhi/batch_mnhi_ironman_ver02/data/sn90059182/00393341373/1929110801/0399.xml,1929-11-08,"the ely miner (ely, minn.) 1895-1986",full_page,improve,,,,False,scope=industry (not US national),,
"That is the politics of the situation, but business reports spread on the pages of newspapers seem* to show that a bad slump lies ahead.",general_business,worsen,na,na,vague,hedged,journalist,na,national,False,na,/service/ndnp/mnhi/batch_mnhi_motocross_ver01/data/sn90059182/00513689536/1937111801/0470.xml,1937-11-18,"the ely miner (ely, minn.) 1895-1986",full_page,worsen,improve,INDPRO,0.0,True,,12.0,default
"They indicate strongly that 1938 is to be considerably lower in the level of business than 1937, and that spells trouble.",general_business,worsen,na,na,12,assertive,official,Department of Agriculture,national,True,na,/service/ndnp/mnhi/batch_mnhi_motocross_ver01/data/sn90059182/00513689536/1937111801/0470.xml,1937-11-18,"the ely miner (ely, minn.) 1895-1986",full_page,worsen,improve,INDPRO,0.0,True,,12.0,stated
"For example, the agriculture statement predicts that there will be “a less favorable demand for farm products” in 1938 than in 1937.",general_business,worsen,na,na,12,assertive,official,Department of Agriculture,industry,True,na,/service/ndnp/mnhi/batch_mnhi_motocross_ver01/data/sn90059182/00513689536/1937111801/0470.xml,1937-11-18,"the ely miner (ely, minn.) 1895-1986",full_page,worsen,,,,False,scope=industry (not US national),,
"Home domestic demands are down and appear likely to stay down, and the export market holds no hope for an increase.",general_business,worsen,na,na,vague,hedged,official,Department of Agriculture,national,True,na,/service/ndnp/mnhi/batch_mnhi_motocross_ver01/data/sn90059182/00513689536/1937111801/0470.xml,1937-11-18,"the ely miner (ely, minn.) 1895-1986",full_page,worsen,improve,INDPRO,0.0,True,,12.0,default
It added that “prospects are against a sufficiently early and vigorous rise in 1938 to bring the average of industrial activity and of consumer incomes up to that of 1937.”,general_business,worsen,na,na,12,hedged,official,Department of Agriculture,national,True,na,/service/ndnp/mnhi/batch_mnhi_motocross_ver01/data/sn90059182/00513689536/1937111801/0470.xml,1937-11-18,"the ely miner (ely, minn.) 1895-1986",full_page,worsen,improve,INDPRO,0.0,True,,12.0,stated
"Along with the higher wage rates, farmers apparently will have to pay somewhat higher prices for farm machinery, automobiles, building materials, equipment and supplies.",prices,worsen,up,na,vague,hedged,official,Department of Agriculture,industry,True,na,/service/ndnp/mnhi/batch_mnhi_motocross_ver01/data/sn90059182/00513689536/1937111801/0470.xml,1937-11-18,"the ely miner (ely, minn.) 1895-1986",full_page,up,,,,False,scope=industry (not US national),,
"On the other hand, the prices of feed and seed will be substantially lower next spring than a year earlier.",prices,improve,down,na,6,assertive,official,Department of Agriculture,industry,True,na,/service/ndnp/mnhi/batch_mnhi_motocross_ver01/data/sn90059182/00513689536/1937111801/0470.xml,1937-11-18,"the ely miner (ely, minn.) 1895-1986",full_page,down,,,,False,scope=industry (not US national),,
"Preparations for handling a record-breaking volume of freight traffic this fall have been completed by the Great Northern Railway, the exceptional expansion of facilities assuring adequate service, during the busiest Beason of the year, to the large section of the Northwest served by the Hill lines, it was disclosed in a statement by executives here.",general_business,improve,na,na,6,assertive,official,na,regional,True,na,/service/ndnp/mnhi/batch_mnhi_limbo_ver01/data/sn90060931/0038334816A/1923100601/0378.xml,1923-10-06,"the northwestern bulletin (st. paul, minn. ; minneapolis, minn.) 1922-1924",full_page,improve,,,,False,scope=regional (not US national),,
"This $30,000,000 program was carried out in tbe face of poor earnings, such expenditure being justified only by the needs of patrons in Great Northern territory and by confidence in the ultimate return of prosperity to the fertile fields of the Northwest, officials pointed out.",general_business,improve,na,na,vague,hedged,official,na,regional,True,na,/service/ndnp/mnhi/batch_mnhi_limbo_ver01/data/sn90060931/0038334816A/1923100601/0378.xml,1923-10-06,"the northwestern bulletin (st. paul, minn. ; minneapolis, minn.) 1922-1924",full_page,improve,,,,False,scope=regional (not US national),,
"“The Great Northern is prepared adequately for an exceptionally busy season,” said Chairman Louis W. Hill of the board of directors.",general_business,improve,na,na,6,assertive,official,Louis W. Hill,regional,True,na,/service/ndnp/mnhi/batch_mnhi_limbo_ver01/data/sn90060931/0038334816A/1923100601/0378.xml,1923-10-06,"the northwestern bulletin (st. paul, minn. ; minneapolis, minn.) 1922-1924",full_page,improve,,,,False,scope=regional (not US national),,
"And, unless Democratic Influences stop the work of the Immigration Commissioners), that tide will rise high and fill up the state in u few years.",other,improve,na,na,vague,assertive,journalist,na,regional,False,Democratic influences do not stop the Immigration Commissioners,/service/ndnp/mohi/batch_mohi_cindy_ver02/data/sn90061056/00200292030/1910101401/0795.xml,1910-10-14,"the montgomery tribune (montgomery city, mo.) 1892-1910",full_page,improve,,,,False,scope=regional (not US national),,
The man who looks for a long period of business depression is quit as foolish as the one who thought war profits could last forever.,general_business,improve,na,na,vague,assertive,journalist,na,national,False,na,/service/ndnp/mohi/batch_mohi_dagwood_ver01/data/sn90061308/00294555845/1920121001/0847.xml,1920-12-10,"the monett times (monett, mo.) 1899-1939",full_page,improve,flat,INDPRO,0.0,True,,12.0,default
What accum ulation of facts will convince those despairing for prosperity that prosperity is here and gives no sign of departing despite the worst that can be done by the managers of our affairs?.,general_business,improve,na,na,vague,assertive,expert,na,national,True,na,/service/ndnp/mohi/batch_mohi_eadweard_ver01/data/sn90061783/00200292169/1913092501/1373.xml,1913-09-25,"morgan county republican (versailles, mo.) 1906-1914",full_page,improve,worsen,NBER,0.0,True,,12.0,default
"Financial institutions throughout the Middle West and the Southwest declare that the business outlook could hardly be better, yet trade halts.",general_business,improve,na,na,vague,assertive,expert,na,regional,True,na,/service/ndnp/mohi/batch_mohi_eadweard_ver01/data/sn90061783/00200292169/1913100901/1404.xml,1913-10-09,"morgan county republican (versailles, mo.) 1906-1914",full_page,improve,,,,False,scope=regional (not US national),,
"We shall have a clarifying of industrial relations, a slraiqhtening-out of commodity values, and perhaps of trading prices and profits ratios—but a panic, a business depression, a period of radical commercial curtailment, NO !",general_business,improve,down,na,vague,assertive,journalist,na,national,False,na,/service/ndnp/njr/batch_njr_irene_ver02/data/sn90063041/0033289707A/1920061101/0463.xml,1920-06-11,"five mile beach weekly journal (wildwood, n.j.) 1906-1923",full_page,improve,worsen,INDPRO,0.0,True,,12.0,default
"if we will merely ignore or suppress the stupid croakers, we shall easily continue in prosperity for many years !",general_business,improve,na,na,vague,assertive,journalist,na,national,False,ignore or suppress the stupid croakers,/service/ndnp/njr/batch_njr_irene_ver02/data/sn90063041/0033289707A/1920061101/0463.xml,1920-06-11,"five mile beach weekly journal (wildwood, n.j.) 1906-1923",full_page,improve,worsen,INDPRO,0.0,True,,12.0,default
"Let’s not even dream of poor business while all about us we have, and must for a long time have, elements that make business secure.",general_business,improve,na,na,vague,assertive,expert,na,national,True,na,/service/ndnp/njr/batch_njr_irene_ver02/data/sn90063041/0033289707A/1920061101/0463.xml,1920-06-11,"five mile beach weekly journal (wildwood, n.j.) 1906-1923",full_page,improve,worsen,INDPRO,0.0,True,,12.0,default
"Yes, prices are going to be revised dowuward, some time; broadcast personal extravagance is going to run its course, and prosperous sanity return labor is going to rub its eyes clear and jump enthusiastically into the pleasant and profiiable work o( making production more nearly match the demand for it.",general_business,improve,down,na,vague,assertive,journalist,na,national,False,na,/service/ndnp/njr/batch_njr_irene_ver02/data/sn90063041/0033289707A/1920061101/0463.xml,1920-06-11,"five mile beach weekly journal (wildwood, n.j.) 1906-1923",full_page,improve,worsen,INDPRO,0.0,True,,12.0,default
"They don’t want business depression. Therefore, we are not going to have it.",general_business,improve,na,na,vague,assertive,journalist,na,national,False,na,/service/ndnp/njr/batch_njr_irene_ver02/data/sn90063041/0033289707A/1920061101/0463.xml,1920-06-11,"five mile beach weekly journal (wildwood, n.j.) 1906-1923",full_page,improve,worsen,INDPRO,0.0,True,,12.0,default
